Opportunity_Id,AccountId,OwnerId,Name,StageName,Amount,Probability,ExpectedRevenue,Type,LeadSource,ForecastCategory,ForecastCategoryName,CreatedDate,FiscalQuarter,FiscalYear,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c,,
41b452a5-c826-4077-aa8c-a2fcfecdebba,4902525d-19d6-453b-9cf9-98da34d16db6,11f558a4-e2ae-4dbf-baff-85be1fc3f6e8,"Hall, Mann and Norton",Needs Analysis,191425,20,7764,Renewal,Phone Inquiry,Best Case,Pipeline,7/8/2022 19:15,2,2023,Pending,602947,9733,Vendor Referral,IBM,,"insert into Opportunity  values('41b452a5-c826-4077-aa8c-a2fcfecdebba','4902525d-19d6-453b-9cf9-98da34d16db6','11f558a4-e2ae-4dbf-baff-85be1fc3f6e8','Hall, Mann and Norton','Needs Analysis','191425','20','7764','Renewal','Phone Inquiry','Best Case','Pipeline','2022-07-08','2','1905','Pending','602947','9733','Vendor Referral','IBM')"
11f41d01-86db-497a-a845-9ab0884b8891,022199f5-f698-4cd5-8590-d67a071a1db3,729efadc-5581-47b8-998b-bfc9a2b0f759,King-Velasquez,Id. Decision Makers,69998,87,76501,Renewal,Partner Referral,Best Case,Omitted,5/25/2022 8:40,4,2022,Pending,733411,5131,Salesforce.com,Microsoft,,"insert into Opportunity  values('11f41d01-86db-497a-a845-9ab0884b8891','022199f5-f698-4cd5-8590-d67a071a1db3','729efadc-5581-47b8-998b-bfc9a2b0f759','King-Velasquez','Id. Decision Makers','69998','87','76501','Renewal','Partner Referral','Best Case','Omitted','2022-05-25','4','1905','Pending','733411','5131','Salesforce.com','Microsoft')"
91644c1c-af3f-4b58-be5b-4d2ae6313e16,b9ce6ed1-4fe2-4bff-beb7-739eeec07fa1,48e39ddc-dc23-42dd-814e-a9dafeeefd70,Williams-Rogers,Value Proposition,391691,64,93843,Add-On Business,Partner Referral,Pipeline,Best Case,8/31/2022 17:33,1,2021,Completed,817636,5412,Vendor Referral,SAP,,"insert into Opportunity  values('91644c1c-af3f-4b58-be5b-4d2ae6313e16','b9ce6ed1-4fe2-4bff-beb7-739eeec07fa1','48e39ddc-dc23-42dd-814e-a9dafeeefd70','Williams-Rogers','Value Proposition','391691','64','93843','Add-On Business','Partner Referral','Pipeline','Best Case','2022-08-31','1','1905','Completed','817636','5412','Vendor Referral','SAP')"
952db947-14c4-4d82-b9b8-ddd24ee5eba4,cae8b6da-056e-402c-a3dc-df6043fc94e7,b48a6569-d982-404a-800f-cff6d18d687d,Booth Inc,Id. Decision Makers,491316,13,87259,New Business,Web,Best Case,Pipeline,3/31/2022 18:55,3,2023,Pending,642303,9457,Partner Referral,SAP,,"insert into Opportunity  values('952db947-14c4-4d82-b9b8-ddd24ee5eba4','cae8b6da-056e-402c-a3dc-df6043fc94e7','b48a6569-d982-404a-800f-cff6d18d687d','Booth Inc','Id. Decision Makers','491316','13','87259','New Business','Web','Best Case','Pipeline','2022-03-31','3','1905','Pending','642303','9457','Partner Referral','SAP')"
76cddf33-91c0-4e6c-87d4-fd7dd6988540,7b565421-93eb-4eea-ad14-8b4dec2f11bf,d986d8da-c0bc-4d12-b7a7-6988342b37e0,"Robinson, Rojas and Martin",Value Proposition,791487,30,73485,Renewal,Purchased List,Pipeline,Best Case,12/27/2022 19:36,2,2021,Completed,183381,1761,Partner Referral,SAP,,"insert into Opportunity  values('76cddf33-91c0-4e6c-87d4-fd7dd6988540','7b565421-93eb-4eea-ad14-8b4dec2f11bf','d986d8da-c0bc-4d12-b7a7-6988342b37e0','Robinson, Rojas and Martin','Value Proposition','791487','30','73485','Renewal','Purchased List','Pipeline','Best Case','2022-12-27','2','1905','Completed','183381','1761','Partner Referral','SAP')"
a759b7b8-f868-408b-97b5-206967c7f953,e016b0ac-03e5-48af-8bb6-17326c9ecd30,f357c2f0-917d-4a61-b098-66c2f98de1a1,Atkins Ltd,Value Proposition,289652,3,3598,Renewal,Partner Referral,Pipeline,Omitted,7/30/2022 14:05,2,2021,Pending,725483,4453,Vendor Referral,Microsoft,,"insert into Opportunity  values('a759b7b8-f868-408b-97b5-206967c7f953','e016b0ac-03e5-48af-8bb6-17326c9ecd30','f357c2f0-917d-4a61-b098-66c2f98de1a1','Atkins Ltd','Value Proposition','289652','3','3598','Renewal','Partner Referral','Pipeline','Omitted','2022-07-30','2','1905','Pending','725483','4453','Vendor Referral','Microsoft')"
6d57a8e8-75f0-4528-88ce-3a905b2613e2,ceaaadcf-3aaa-4625-8cfc-4598cd7486d4,7e72bc5e-e2c9-47ce-8144-5dedec4156eb,Dunn-Bird,Needs Analysis,862141,76,28028,New Business,Phone Inquiry,Pipeline,Best Case,2/20/2023 10:29,4,2020,Completed,222498,6079,Partner Referral,Microsoft,,"insert into Opportunity  values('6d57a8e8-75f0-4528-88ce-3a905b2613e2','ceaaadcf-3aaa-4625-8cfc-4598cd7486d4','7e72bc5e-e2c9-47ce-8144-5dedec4156eb','Dunn-Bird','Needs Analysis','862141','76','28028','New Business','Phone Inquiry','Pipeline','Best Case','2023-02-20','4','1905','Completed','222498','6079','Partner Referral','Microsoft')"
57160752-2ac2-4409-98fe-807bd5b4515b,816b62fc-d381-4991-8b0f-efc87f7ce13c,11e92422-2d9c-4009-9b2d-3f60293be0bd,"Alexander, Benson and Nash",Closed Won,368363,28,15818,Renewal,Purchased List,Best Case,Best Case,7/16/2022 0:17,2,2023,Pending,712436,1336,Salesforce.com,Oracle,,"insert into Opportunity  values('57160752-2ac2-4409-98fe-807bd5b4515b','816b62fc-d381-4991-8b0f-efc87f7ce13c','11e92422-2d9c-4009-9b2d-3f60293be0bd','Alexander, Benson and Nash','Closed Won','368363','28','15818','Renewal','Purchased List','Best Case','Best Case','2022-07-16','2','1905','Pending','712436','1336','Salesforce.com','Oracle')"
4680a04d-a733-49a5-bd7c-cee2208c38b9,a97614b8-b43b-4d82-9675-ab61fca31c40,771f1ccd-6792-4085-8c08-ccd9a704087c,Smith PLC,Id. Decision Makers,171541,26,5408,New Business,Phone Inquiry,Omitted,Commit,7/15/2022 9:01,4,2021,Pending,931842,2263,Partner Referral,IBM,,"insert into Opportunity  values('4680a04d-a733-49a5-bd7c-cee2208c38b9','a97614b8-b43b-4d82-9675-ab61fca31c40','771f1ccd-6792-4085-8c08-ccd9a704087c','Smith PLC','Id. Decision Makers','171541','26','5408','New Business','Phone Inquiry','Omitted','Commit','2022-07-15','4','1905','Pending','931842','2263','Partner Referral','IBM')"
a380355c-ebfc-4447-8b1e-9bb946bf8db6,d297ca84-66ea-42d6-9181-b98ee664511a,ad3d8d99-57ab-4449-b272-0a03343f3d49,Martinez-Farley,Needs Analysis,795748,13,2817,New Business,Partner Referral,Omitted,Omitted,1/6/2023 7:53,2,2021,Completed,894864,6231,Vendor Referral,SAP,,"insert into Opportunity  values('a380355c-ebfc-4447-8b1e-9bb946bf8db6','d297ca84-66ea-42d6-9181-b98ee664511a','ad3d8d99-57ab-4449-b272-0a03343f3d49','Martinez-Farley','Needs Analysis','795748','13','2817','New Business','Partner Referral','Omitted','Omitted','2023-01-06','2','1905','Completed','894864','6231','Vendor Referral','SAP')"
afc30cbe-962c-46b3-aab1-3bb8e06f28ed,65e0193e-1e13-4032-a385-3b77749a0f71,12558b57-283d-4df8-a9de-866c801dab07,Welch Ltd,Value Proposition,106271,72,60805,Add-On Business,Partner Referral,Omitted,Pipeline,7/12/2022 7:55,4,2021,Pending,360909,2051,Salesforce.com,IBM,,"insert into Opportunity  values('afc30cbe-962c-46b3-aab1-3bb8e06f28ed','65e0193e-1e13-4032-a385-3b77749a0f71','12558b57-283d-4df8-a9de-866c801dab07','Welch Ltd','Value Proposition','106271','72','60805','Add-On Business','Partner Referral','Omitted','Pipeline','2022-07-12','4','1905','Pending','360909','2051','Salesforce.com','IBM')"
d6a7f6db-0916-4ada-af30-ad4c5de2cf13,36996422-6f4c-45f8-b429-6e176cd45887,0c510484-315d-4077-992f-050a7ec5945a,Estrada LLC,Proposal/Price Quote,313540,62,44694,Renewal,Phone Inquiry,Commit,Best Case,12/8/2022 2:48,3,2021,Pending,374581,5969,Vendor Referral,IBM,,"insert into Opportunity  values('d6a7f6db-0916-4ada-af30-ad4c5de2cf13','36996422-6f4c-45f8-b429-6e176cd45887','0c510484-315d-4077-992f-050a7ec5945a','Estrada LLC','Proposal/Price Quote','313540','62','44694','Renewal','Phone Inquiry','Commit','Best Case','2022-12-08','3','1905','Pending','374581','5969','Vendor Referral','IBM')"
3decf69c-1134-4b62-b91b-d3f47203ed10,aeabafdc-c164-4624-a3ac-80ebddbd6a0a,dd38b9b7-450a-4198-9216-9ae946563517,Flores and Sons,Prospecting,717619,68,7596,Renewal,Partner Referral,Best Case,Best Case,6/14/2022 23:13,2,2022,Pending,905621,4507,Word of mouth,SAP,,"insert into Opportunity  values('3decf69c-1134-4b62-b91b-d3f47203ed10','aeabafdc-c164-4624-a3ac-80ebddbd6a0a','dd38b9b7-450a-4198-9216-9ae946563517','Flores and Sons','Prospecting','717619','68','7596','Renewal','Partner Referral','Best Case','Best Case','2022-06-14','2','1905','Pending','905621','4507','Word of mouth','SAP')"
ea4dd3f8-f4d1-458d-bbd4-581c1a0d26d5,ad4b9209-d1e2-4e5d-a63c-811c50f73803,27b80b11-7140-4d8e-a1fa-4be3766d7038,Roberts-Payne,Needs Analysis,293132,81,82627,Renewal,Phone Inquiry,Best Case,Best Case,2/19/2023 22:09,2,2020,Completed,105131,5273,Salesforce.com,SAP,,"insert into Opportunity  values('ea4dd3f8-f4d1-458d-bbd4-581c1a0d26d5','ad4b9209-d1e2-4e5d-a63c-811c50f73803','27b80b11-7140-4d8e-a1fa-4be3766d7038','Roberts-Payne','Needs Analysis','293132','81','82627','Renewal','Phone Inquiry','Best Case','Best Case','2023-02-19','2','1905','Completed','105131','5273','Salesforce.com','SAP')"
0fb523ef-b2b4-41bb-aaa8-6e389fd763fd,4c135539-07e8-4528-a9d5-3ab6cd009349,4dd7a293-9054-4139-8e07-6dd8e9033fa2,"Thornton, Morgan and Hayes",Closed Lost,960549,53,38306,Renewal,Purchased List,Best Case,Omitted,4/11/2022 8:34,1,2021,Pending,784138,7443,Partner Referral,Microsoft,,"insert into Opportunity  values('0fb523ef-b2b4-41bb-aaa8-6e389fd763fd','4c135539-07e8-4528-a9d5-3ab6cd009349','4dd7a293-9054-4139-8e07-6dd8e9033fa2','Thornton, Morgan and Hayes','Closed Lost','960549','53','38306','Renewal','Purchased List','Best Case','Omitted','2022-04-11','1','1905','Pending','784138','7443','Partner Referral','Microsoft')"
485151e8-bcaa-4600-a8f1-2baaba5a4140,3cba3d51-9658-489e-9b67-2ae330c59b0a,1b5e40bc-7488-433f-8587-48fdfccc481c,"Mcintosh, Cohen and Bullock",Negotiation/Review,982392,21,71458,New Business,Partner Referral,Pipeline,Pipeline,1/22/2023 4:56,3,2023,Completed,612950,2945,Word of mouth,Oracle,,"insert into Opportunity  values('485151e8-bcaa-4600-a8f1-2baaba5a4140','3cba3d51-9658-489e-9b67-2ae330c59b0a','1b5e40bc-7488-433f-8587-48fdfccc481c','Mcintosh, Cohen and Bullock','Negotiation/Review','982392','21','71458','New Business','Partner Referral','Pipeline','Pipeline','2023-01-22','3','1905','Completed','612950','2945','Word of mouth','Oracle')"
0cf10b3b-b1c2-4132-ae35-159d5fb7f0f7,b22a4f0c-ea3c-4ec7-95ce-918c547d1bba,11999fc3-3e3c-434c-9dfa-b065bdb22a9e,Stephenson Group,Id. Decision Makers,521776,5,71749,New Business,Purchased List,Omitted,Commit,10/2/2022 4:04,3,2020,Pending,945660,8846,Vendor Referral,IBM,,"insert into Opportunity  values('0cf10b3b-b1c2-4132-ae35-159d5fb7f0f7','b22a4f0c-ea3c-4ec7-95ce-918c547d1bba','11999fc3-3e3c-434c-9dfa-b065bdb22a9e','Stephenson Group','Id. Decision Makers','521776','5','71749','New Business','Purchased List','Omitted','Commit','2022-10-02','3','1905','Pending','945660','8846','Vendor Referral','IBM')"
719ed81d-0219-4bab-bdb6-6d4a0eb47529,4dddbabe-afec-4e71-ac76-df7f04d80776,d9a1dafd-6cc2-4ee3-9389-e30b0772d769,Everett-Cooper,Needs Analysis,282059,79,31446,Renewal,Purchased List,Commit,Pipeline,9/5/2022 12:55,3,2023,Completed,890708,4269,Partner Referral,Microsoft,,"insert into Opportunity  values('719ed81d-0219-4bab-bdb6-6d4a0eb47529','4dddbabe-afec-4e71-ac76-df7f04d80776','d9a1dafd-6cc2-4ee3-9389-e30b0772d769','Everett-Cooper','Needs Analysis','282059','79','31446','Renewal','Purchased List','Commit','Pipeline','2022-09-05','3','1905','Completed','890708','4269','Partner Referral','Microsoft')"
66fc45b8-e97d-4f22-9264-904506aed483,85e24bdb-d76d-48bf-a3f4-7986b918a51b,dec0e5ae-8613-4500-8a7f-b4e01b831a26,Williams-Montoya,Closed Won,689735,73,2882,New Business,Phone Inquiry,Best Case,Omitted,3/19/2022 22:00,2,2021,Pending,539425,2856,Partner Referral,Microsoft,,"insert into Opportunity  values('66fc45b8-e97d-4f22-9264-904506aed483','85e24bdb-d76d-48bf-a3f4-7986b918a51b','dec0e5ae-8613-4500-8a7f-b4e01b831a26','Williams-Montoya','Closed Won','689735','73','2882','New Business','Phone Inquiry','Best Case','Omitted','2022-03-19','2','1905','Pending','539425','2856','Partner Referral','Microsoft')"
ae8530b7-d323-4991-9f44-23c1c307d019,80b2ab0c-d0af-4424-84ef-a6cca7745ee0,7528a60d-081b-4a1e-b8c6-bef653b53da2,Mccormick-Wilson,Qualification,16625,89,6585,New Business,Web,Pipeline,Commit,7/30/2022 2:11,4,2021,Completed,925362,1981,Word of mouth,IBM,,"insert into Opportunity  values('ae8530b7-d323-4991-9f44-23c1c307d019','80b2ab0c-d0af-4424-84ef-a6cca7745ee0','7528a60d-081b-4a1e-b8c6-bef653b53da2','Mccormick-Wilson','Qualification','16625','89','6585','New Business','Web','Pipeline','Commit','2022-07-30','4','1905','Completed','925362','1981','Word of mouth','IBM')"
eea359fa-29b7-4037-8e2a-61b489df3620,66ba9ef5-fe4e-4292-a42f-9a4b2dd2567c,548c5968-6be0-4438-8eda-a11100bc9774,Jones-Richards,Value Proposition,781959,17,94284,New Business,Purchased List,Omitted,Omitted,5/18/2022 15:22,4,2022,Completed,559239,7853,Partner Referral,SAP,,"insert into Opportunity  values('eea359fa-29b7-4037-8e2a-61b489df3620','66ba9ef5-fe4e-4292-a42f-9a4b2dd2567c','548c5968-6be0-4438-8eda-a11100bc9774','Jones-Richards','Value Proposition','781959','17','94284','New Business','Purchased List','Omitted','Omitted','2022-05-18','4','1905','Completed','559239','7853','Partner Referral','SAP')"
dc7f1616-ef3b-44b5-bb7c-b4d30786cf96,03776a2c-dcea-4ef0-a85d-143bc06a99d9,95a87641-5d1b-444b-b10a-914bf2a47f8c,Brooks and Sons,Needs Analysis,381521,66,9335,New Business,Web,Pipeline,Commit,11/18/2022 5:44,2,2020,Completed,608021,2023,Vendor Referral,SAP,,"insert into Opportunity  values('dc7f1616-ef3b-44b5-bb7c-b4d30786cf96','03776a2c-dcea-4ef0-a85d-143bc06a99d9','95a87641-5d1b-444b-b10a-914bf2a47f8c','Brooks and Sons','Needs Analysis','381521','66','9335','New Business','Web','Pipeline','Commit','2022-11-18','2','1905','Completed','608021','2023','Vendor Referral','SAP')"
3ae0a4da-c8ad-450b-93ed-96fe348218b4,a0395030-887a-4c9e-bcf2-dc67be9abd1a,b0d39fc8-4a90-4a5c-85ac-bd4b8a3dd072,"Roth, Manning and Jordan",Closed Won,754635,50,60632,Renewal,Purchased List,Omitted,Best Case,11/22/2022 3:05,2,2021,Pending,155325,2845,Partner Referral,SAP,,"insert into Opportunity  values('3ae0a4da-c8ad-450b-93ed-96fe348218b4','a0395030-887a-4c9e-bcf2-dc67be9abd1a','b0d39fc8-4a90-4a5c-85ac-bd4b8a3dd072','Roth, Manning and Jordan','Closed Won','754635','50','60632','Renewal','Purchased List','Omitted','Best Case','2022-11-22','2','1905','Pending','155325','2845','Partner Referral','SAP')"
c71c7f10-7c9d-4674-bc31-1480bc335b70,1280f79e-d016-4adf-963c-051a2ea5bb70,d83a1c15-a816-4aed-bf1e-987fdfb9af38,Wall and Sons,Perception Analysis,298744,17,74856,Add-On Business,Purchased List,Pipeline,Omitted,3/3/2023 12:47,2,2021,Completed,514226,3012,Word of mouth,SAP,,"insert into Opportunity  values('c71c7f10-7c9d-4674-bc31-1480bc335b70','1280f79e-d016-4adf-963c-051a2ea5bb70','d83a1c15-a816-4aed-bf1e-987fdfb9af38','Wall and Sons','Perception Analysis','298744','17','74856','Add-On Business','Purchased List','Pipeline','Omitted','2023-03-03','2','1905','Completed','514226','3012','Word of mouth','SAP')"
23df6916-b25e-48e3-9f1d-495ba7257385,772dc4b7-d8d1-4337-9771-e41038b277c5,5ee07f23-de5b-450e-9444-2ca163307f05,"Graves, Carlson and Barber",Id. Decision Makers,222709,50,57623,Add-On Business,Web,Omitted,Omitted,8/26/2022 16:13,2,2023,Pending,801966,8812,Word of mouth,IBM,,"insert into Opportunity  values('23df6916-b25e-48e3-9f1d-495ba7257385','772dc4b7-d8d1-4337-9771-e41038b277c5','5ee07f23-de5b-450e-9444-2ca163307f05','Graves, Carlson and Barber','Id. Decision Makers','222709','50','57623','Add-On Business','Web','Omitted','Omitted','2022-08-26','2','1905','Pending','801966','8812','Word of mouth','IBM')"
e8e24269-7e72-4704-9722-21ac22e2407e,ae371d11-ea6c-4ba4-adb9-bc86c4e7a7fd,b7618a38-182f-470b-b2d0-78934b119c90,Hall-Mccullough,Closed Lost,281262,100,53775,Renewal,Purchased List,Commit,Commit,5/29/2022 16:09,1,2022,Pending,672929,4191,Word of mouth,IBM,,"insert into Opportunity  values('e8e24269-7e72-4704-9722-21ac22e2407e','ae371d11-ea6c-4ba4-adb9-bc86c4e7a7fd','b7618a38-182f-470b-b2d0-78934b119c90','Hall-Mccullough','Closed Lost','281262','100','53775','Renewal','Purchased List','Commit','Commit','2022-05-29','1','1905','Pending','672929','4191','Word of mouth','IBM')"
b6c0ee32-09f3-4735-911e-04bdaf92c4da,c8840df3-159d-4500-b717-2e139916d9b2,71a2fa9f-762c-4625-9411-4368e76cc54b,"Stokes, Jackson and Thompson",Negotiation/Review,565510,52,14692,New Business,Phone Inquiry,Best Case,Best Case,1/1/2023 3:50,4,2021,Pending,286184,8763,Vendor Referral,IBM,,"insert into Opportunity  values('b6c0ee32-09f3-4735-911e-04bdaf92c4da','c8840df3-159d-4500-b717-2e139916d9b2','71a2fa9f-762c-4625-9411-4368e76cc54b','Stokes, Jackson and Thompson','Negotiation/Review','565510','52','14692','New Business','Phone Inquiry','Best Case','Best Case','2023-01-01','4','1905','Pending','286184','8763','Vendor Referral','IBM')"
c348766b-7adf-4b47-b94d-54472532b88a,ae6cbc36-cb4b-421b-8ba4-8517b4994086,26e039a8-dcb5-4432-8f01-5643c0241f09,Elliott-Cunningham,Id. Decision Makers,285133,47,70906,Add-On Business,Web,Omitted,Pipeline,2/26/2023 4:49,1,2023,Pending,826745,2554,Vendor Referral,SAP,,"insert into Opportunity  values('c348766b-7adf-4b47-b94d-54472532b88a','ae6cbc36-cb4b-421b-8ba4-8517b4994086','26e039a8-dcb5-4432-8f01-5643c0241f09','Elliott-Cunningham','Id. Decision Makers','285133','47','70906','Add-On Business','Web','Omitted','Pipeline','2023-02-26','1','1905','Pending','826745','2554','Vendor Referral','SAP')"
9bfa9bce-aed1-4fcb-9f0e-4317430dbb9a,9147c260-78f2-490a-8502-67cd2da813ed,6a55a87b-6907-4963-b3c7-28ac95a1a6aa,Torres Group,Closed Won,15378,33,93054,Add-On Business,Phone Inquiry,Commit,Pipeline,6/10/2022 17:23,4,2021,Completed,971361,3685,Salesforce.com,Oracle,,"insert into Opportunity  values('9bfa9bce-aed1-4fcb-9f0e-4317430dbb9a','9147c260-78f2-490a-8502-67cd2da813ed','6a55a87b-6907-4963-b3c7-28ac95a1a6aa','Torres Group','Closed Won','15378','33','93054','Add-On Business','Phone Inquiry','Commit','Pipeline','2022-06-10','4','1905','Completed','971361','3685','Salesforce.com','Oracle')"
22df67c3-dd80-44fb-b7f0-e308e1cc86c7,6267f372-ea0b-4ba3-b1c1-6fd03e03a8a6,1650af1c-7b7d-4342-a14d-57d216b65e5d,Lutz-Davis,Negotiation/Review,709670,25,80027,New Business,Partner Referral,Omitted,Commit,1/13/2023 7:12,3,2021,Pending,409492,8380,Word of mouth,SAP,,"insert into Opportunity  values('22df67c3-dd80-44fb-b7f0-e308e1cc86c7','6267f372-ea0b-4ba3-b1c1-6fd03e03a8a6','1650af1c-7b7d-4342-a14d-57d216b65e5d','Lutz-Davis','Negotiation/Review','709670','25','80027','New Business','Partner Referral','Omitted','Commit','2023-01-13','3','1905','Pending','409492','8380','Word of mouth','SAP')"
acf54792-1b43-406b-a95d-fb303c60dfc2,771ff45c-cc1a-47ec-b0b6-17b155819b46,4fe9875d-236e-4632-b2bd-e4c0c5011dc7,Avila Inc,Needs Analysis,977887,67,68300,New Business,Web,Commit,Pipeline,11/18/2022 16:46,4,2020,Pending,341973,5835,Vendor Referral,Oracle,,"insert into Opportunity  values('acf54792-1b43-406b-a95d-fb303c60dfc2','771ff45c-cc1a-47ec-b0b6-17b155819b46','4fe9875d-236e-4632-b2bd-e4c0c5011dc7','Avila Inc','Needs Analysis','977887','67','68300','New Business','Web','Commit','Pipeline','2022-11-18','4','1905','Pending','341973','5835','Vendor Referral','Oracle')"
9874013e-f5bb-4680-b16f-d535a4a8b29c,f10719a0-e8ff-45ae-92ed-a6a540852e64,27b80b11-7140-4d8e-a1fa-4be3766d7038,Fitzgerald Group,Negotiation/Review,736253,12,45664,Renewal,Phone Inquiry,Pipeline,Best Case,6/20/2022 9:45,2,2021,Pending,331478,6240,Word of mouth,Microsoft,,"insert into Opportunity  values('9874013e-f5bb-4680-b16f-d535a4a8b29c','f10719a0-e8ff-45ae-92ed-a6a540852e64','27b80b11-7140-4d8e-a1fa-4be3766d7038','Fitzgerald Group','Negotiation/Review','736253','12','45664','Renewal','Phone Inquiry','Pipeline','Best Case','2022-06-20','2','1905','Pending','331478','6240','Word of mouth','Microsoft')"
5415463c-a6f8-42b8-a06b-abc1f2f2476a,b56d1cb3-b32b-4757-9c3d-0738117bcbfb,d213c4db-e0ab-405f-92fc-5cd55ce20991,Burton Inc,Closed Lost,476335,76,18186,Renewal,Phone Inquiry,Best Case,Best Case,11/8/2022 17:17,4,2020,Pending,371796,7007,Salesforce.com,Oracle,,"insert into Opportunity  values('5415463c-a6f8-42b8-a06b-abc1f2f2476a','b56d1cb3-b32b-4757-9c3d-0738117bcbfb','d213c4db-e0ab-405f-92fc-5cd55ce20991','Burton Inc','Closed Lost','476335','76','18186','Renewal','Phone Inquiry','Best Case','Best Case','2022-11-08','4','1905','Pending','371796','7007','Salesforce.com','Oracle')"
39eac92c-4a5c-40b1-bc97-1afe9273a392,3d5cc47f-7fe0-4fd0-aabf-eef9815b88af,d2f8f964-922b-42ae-9f73-291de02629a4,"Davis, Alvarado and Ryan",Qualification,220096,76,44649,Renewal,Purchased List,Commit,Omitted,4/21/2022 8:09,1,2020,Completed,769445,6870,Vendor Referral,SAP,,"insert into Opportunity  values('39eac92c-4a5c-40b1-bc97-1afe9273a392','3d5cc47f-7fe0-4fd0-aabf-eef9815b88af','d2f8f964-922b-42ae-9f73-291de02629a4','Davis, Alvarado and Ryan','Qualification','220096','76','44649','Renewal','Purchased List','Commit','Omitted','2022-04-21','1','1905','Completed','769445','6870','Vendor Referral','SAP')"
109df473-b209-4d5f-8323-2cf32e16ffd0,04d3f63a-7671-4a3d-abec-97de99110308,5a4d317c-0b92-4cf6-a0d4-e982a4bee1c7,Nelson and Sons,Closed Won,647443,72,60006,Add-On Business,Web,Best Case,Pipeline,2/28/2023 19:30,2,2020,Pending,407617,7454,Partner Referral,Oracle,,"insert into Opportunity  values('109df473-b209-4d5f-8323-2cf32e16ffd0','04d3f63a-7671-4a3d-abec-97de99110308','5a4d317c-0b92-4cf6-a0d4-e982a4bee1c7','Nelson and Sons','Closed Won','647443','72','60006','Add-On Business','Web','Best Case','Pipeline','2023-02-28','2','1905','Pending','407617','7454','Partner Referral','Oracle')"
4d2f316b-7089-4a24-9ed7-0074b55afc91,a7ec8e6e-9c35-4046-94ab-783ff155b58d,1b5e40bc-7488-433f-8587-48fdfccc481c,Olson Ltd,Negotiation/Review,699615,4,4005,New Business,Purchased List,Commit,Best Case,8/27/2022 6:32,3,2020,Completed,633131,1259,Vendor Referral,Oracle,,"insert into Opportunity  values('4d2f316b-7089-4a24-9ed7-0074b55afc91','a7ec8e6e-9c35-4046-94ab-783ff155b58d','1b5e40bc-7488-433f-8587-48fdfccc481c','Olson Ltd','Negotiation/Review','699615','4','4005','New Business','Purchased List','Commit','Best Case','2022-08-27','3','1905','Completed','633131','1259','Vendor Referral','Oracle')"
75bb874f-bf40-4a59-806c-ff7fbc4bd573,244e9b61-de28-4c68-be62-4f0249a3cb5e,eb796476-a3a4-4bb4-855f-e11878acf9eb,Gonzalez Ltd,Negotiation/Review,642447,95,17485,New Business,Purchased List,Commit,Best Case,8/10/2022 5:42,1,2022,Completed,122110,7437,Partner Referral,Oracle,,"insert into Opportunity  values('75bb874f-bf40-4a59-806c-ff7fbc4bd573','244e9b61-de28-4c68-be62-4f0249a3cb5e','eb796476-a3a4-4bb4-855f-e11878acf9eb','Gonzalez Ltd','Negotiation/Review','642447','95','17485','New Business','Purchased List','Commit','Best Case','2022-08-10','1','1905','Completed','122110','7437','Partner Referral','Oracle')"
839c9694-6375-4935-8dc0-32cc7101b338,ca9fb06a-b13f-471f-9bd1-18d013e9c333,dd38b9b7-450a-4198-9216-9ae946563517,"Reeves, Weiss and Horton",Qualification,437990,14,42702,Renewal,Phone Inquiry,Omitted,Best Case,3/13/2023 23:09,3,2020,Completed,951776,1695,Vendor Referral,IBM,,"insert into Opportunity  values('839c9694-6375-4935-8dc0-32cc7101b338','ca9fb06a-b13f-471f-9bd1-18d013e9c333','dd38b9b7-450a-4198-9216-9ae946563517','Reeves, Weiss and Horton','Qualification','437990','14','42702','Renewal','Phone Inquiry','Omitted','Best Case','2023-03-13','3','1905','Completed','951776','1695','Vendor Referral','IBM')"
b28391c4-9453-454d-966a-593e847bfced,a5633a69-a73d-4537-b392-fbe89261538b,f67859d7-73ed-4dbb-987b-b4d89925dfd7,"Collins, Norman and Clark",Proposal/Price Quote,665123,68,27749,New Business,Phone Inquiry,Pipeline,Commit,1/26/2023 12:48,4,2023,Completed,793497,2451,Partner Referral,IBM,,"insert into Opportunity  values('b28391c4-9453-454d-966a-593e847bfced','a5633a69-a73d-4537-b392-fbe89261538b','f67859d7-73ed-4dbb-987b-b4d89925dfd7','Collins, Norman and Clark','Proposal/Price Quote','665123','68','27749','New Business','Phone Inquiry','Pipeline','Commit','2023-01-26','4','1905','Completed','793497','2451','Partner Referral','IBM')"
b0d30262-ec06-4a66-ba4c-882ef8a25e3c,8ea48395-eef9-4620-b038-c9b9fccf34ab,93c03182-7f58-446a-ae7b-d426da9916c9,Richmond-Thompson,Needs Analysis,575565,53,91907,Renewal,Partner Referral,Best Case,Omitted,8/16/2022 21:03,2,2021,Pending,579443,7826,Partner Referral,SAP,,"insert into Opportunity  values('b0d30262-ec06-4a66-ba4c-882ef8a25e3c','8ea48395-eef9-4620-b038-c9b9fccf34ab','93c03182-7f58-446a-ae7b-d426da9916c9','Richmond-Thompson','Needs Analysis','575565','53','91907','Renewal','Partner Referral','Best Case','Omitted','2022-08-16','2','1905','Pending','579443','7826','Partner Referral','SAP')"
