Account_Id,Name,Type,Fax,Phone,Website,Industry,AccountNumber,SICCode__c,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Rating,OwnerId,SLAExpirationDate__c,SLASerialNumber__c,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,Description,CleanStatus,CustomerPriority,Active__c,NumberOfLocations__c,abcd,LastModifiedDate
78ef6c45-4c8f-420f-bae0-856d906b05b6,"Flores, Sanchez and Burgess",Prospect,465-597-4362x613,(683)102-0781x95132,https://snyder.com/,Healthcare,2913,4374,219876,36,Subsidiary,GOOG,Hot,8ebe8a4b-f060-47ec-9c77-273b9922c029,12/10/2022 23:41,6544,0890 White Point,Williamsmouth,SD,24002,Albania,137 Curry Mount,Probably by even scientist area body. Various manage book alone.,Rejected,Low,No,3,3/11/2023 23:25,10/19/2022 9:19
7b99ea0e-434f-433f-b361-c923a8de8c8a,Shields Ltd,Prospect,+1-826-803-5470x81057,488.468.0872x46803,https://www.lopez-robertson.com/,Retail,6956,6332,493504,58,Private,AAPL,Cold,c41c0fca-dde5-4b58-beb9-bc11b6e78167,1/27/2023 14:11,1079,49925 Peggy Plains Apt. 254,South Hectorland,CO,65908,Guinea,28796 Brenda Skyway Suite 656,Fast give view either article traditional produce. Financial east write nature president feel news.,Approved,Medium,No,1,10/17/2022 22:48,10/17/2022 14:53
861a6289-0efc-44db-b78c-24975f1c594a,Mcmillan Group,Customer - Channel,807.093.6374x93856,700-423-8049,https://www.gregory.com/,Manufacturing,9292,1648,285402,64,Partnership,FB,Hot,6315df8c-403e-4bf0-90fc-a6f52b481ffc,6/10/2022 19:15,4585,7272 Hester Lakes Suite 217,Alvarezburgh,WA,7010,Lithuania,060 Hernandez Stream,Avoid bit prepare.,Approved,Low,No,7,5/8/2022 9:35,3/5/2023 20:13
888db1aa-4283-4282-9c50-ca895d05e89f,Bailey and Sons,Customer - Direct,1953787828,(708)688-1037x3895,https://waters.com/,Healthcare,6515,2669,222344,61,Private,AMZN,Warm,435bf37f-8fd0-4bf0-8dbd-d4eed0371bc8,10/4/2022 16:54,8020,32893 Phillip Mountain Apt. 209,Lake Shannon,MO,64592,Libyan Arab Jamahiriya,991 Donald Islands Apt. 645,Month short source writer return teacher list. Half president system life gas degree. Look join man.,Approved,High,Yes,8,11/20/2022 18:38,10/16/2022 8:56
7dd5318b-c1ef-461c-ad77-fa1fdff9800e,"Jarvis, Reynolds and Wells",Customer - Direct,(352)028-4640x1018,760.778.1316x216,http://www.medina.biz/,Finance,6213,8786,185322,90,Partnership,FB,Warm,db70a687-813b-469a-a256-50fb378cf396,5/21/2022 7:15,3248,33349 Brooks Greens,North Jacquelinehaven,OK,34330,Gibraltar,37065 Katherine Freeway,Apply yourself itself form produce. Republican site term bad choose. If piece pass very do.,Pending,Low,No,7,3/24/2022 0:10,12/21/2022 9:12
1c751ea9-fb75-4c03-bdd5-114caf149dfe,Schmidt-Ortiz,Prospect,(939)323-0984x5167,(717)915-9112,http://www.owens.com/,Technology,4088,9981,204586,17,Public,FB,Cold,ef0c92b3-488e-45ae-8082-251c5230f9a3,11/1/2022 23:45,9493,767 Patricia View Apt. 014,Tapialand,VA,45059,Libyan Arab Jamahiriya,3334 Moses Fords Suite 963,Head avoid seven fight wind seven. Into common long century.,Approved,Medium,No,4,6/11/2022 9:45,10/29/2022 19:47
75325884-77f7-4a03-b806-d6c20f5ae7d9,Richard-Howell,Customer - Direct,+1-478-518-5462x57046,001-441-720-4361x25799,https://www.pruitt.com/,Finance,2525,9626,333027,26,Subsidiary,AAPL,Warm,7dcc2045-2389-4acd-bba5-ce46d166e76c,10/23/2022 6:58,4744,5233 Sarah Glen,New Johnside,CA,19743,El Salvador,62024 William Station Suite 994,Important public ahead kind stop soldier sea. Edge produce writer but spend wind avoid. Among understand direction trip while trade.,Approved,High,Yes,5,4/18/2022 23:27,1/8/2023 20:33
8ba73543-3f68-408c-b9d0-58c82abf0ffd,"Jimenez, Marshall and Daniel",Prospect,8602270156,+1-299-863-4361x92421,https://gutierrez.com/,Technology,4576,8146,953093,92,Subsidiary,AAPL,Hot,288ef308-dd7b-4c4f-97bc-5457d4cce39b,10/14/2022 21:03,1649,449 Victor Drive,Tammyville,OH,88836,Saint Martin,59900 Melinda Port Apt. 530,Mind big fear great avoid technology imagine. Many there sense pass change consider town.,Pending,High,No,6,5/24/2022 16:55,10/16/2022 8:01
9a340cee-ed6f-44e7-8087-a2f7395faa3a,Calhoun LLC,Prospect,001-874-728-1004x44428,+1-656-361-4816x22154,https://www.wolfe.org/,Finance,4056,1306,680504,14,Partnership,FB,Cold,8b500e6d-890d-48f8-a0cd-2eb85f059ecb,12/6/2022 9:41,7108,70732 Murray Oval,Lake Davidton,ME,88709,Denmark,561 Tyler Underpass,Force majority partner today say break. Finally whose apply current generation. Wait over unit.,Pending,High,No,6,12/1/2022 11:33,4/8/2022 14:48
da103cff-7ca7-428d-bbed-496ffeb472a5,Thomas Inc,Prospect,+1-959-887-6456x08220,001-178-027-7794x9750,http://burns-lewis.net/,Technology,1319,9753,385144,58,Subsidiary,FB,Cold,08e97c9c-8db7-496c-b3de-c06e14af0c90,6/5/2022 6:10,3843,603 Harold Street,North Frankside,NC,20763,Palestinian Territory,882 Jessica Squares,Generation beautiful a. Drug could anyone well support human.,Rejected,Medium,No,2,8/16/2022 9:16,1/26/2023 2:02
7a095541-615c-4354-849c-60f9884591ec,"Crane, Silva and Peters",Prospect,895.957.3744,-10017,http://www.choi.com/,Finance,8464,1158,618250,47,Subsidiary,FB,Cold,93387b0c-a237-43a0-9e11-644c15c3d42c,12/19/2022 2:52,3711,841 Cassandra Manors,Lake Angelahaven,NM,8486,Vanuatu,744 Snow Valleys Apt. 664,Senior be to forget consumer movement page.,Rejected,Medium,No,1,11/22/2022 16:20,5/25/2022 21:14
6f03221a-bab5-42df-bb0c-3cbd4bd9b57a,"Ross, Lane and Rojas",Customer - Channel,001-659-178-4839x934,+1-616-417-5572x4594,https://anderson-paul.com/,Retail,2513,7690,701470,72,Subsidiary,FB,Hot,58febb07-b47a-45ad-995f-f60573d859a4,9/4/2022 17:13,5053,74285 Duncan Islands Apt. 717,East Anna,MP,45038,Guatemala,0783 Taylor Ferry,Natural whatever especially city. Goal hospital simple above bring small. Remember success run forward eight all effort.,Rejected,Medium,Yes,6,3/28/2022 11:18,8/23/2022 5:08
2647cb4e-c52b-4068-91be-b7a8012bf935,"Lester, Klein and Love",Customer - Channel,1317207270,941-911-0999x19453,https://www.bell.com/,Technology,2227,7584,826092,21,Private,FB,Hot,061c9e0f-4776-405c-8eb3-f7a4cf77b4ea,3/31/2022 23:28,6607,9198 Michael Shores,North Charles,GU,16905,Serbia,807 Michael Gardens,Woman together room night minute. Suddenly soldier himself to agent network. Field can establish particular.,Approved,High,Yes,8,7/22/2022 4:32,12/5/2022 0:25
c95b294b-43da-42a0-a9b7-5217f1f11ed2,"Ellison, Mcclure and Sawyer",Prospect,965-973-4460,7529402992,http://www.lewis-clark.net/,Manufacturing,2775,8231,103305,63,Public,MSFT,Cold,35a3429e-d84a-474f-b304-ca33631a7eb6,5/4/2022 5:47,2388,06734 Goodwin Garden,South Jacqueline,LA,60007,Dominica,8751 Garcia Mills,My forget entire friend why. Early side girl development.,Pending,High,Yes,9,4/16/2022 1:18,5/22/2022 5:26
cebcfba9-94b1-466c-af68-a55f4fbbf799,Harmon Inc,Prospect,+1-782-573-1740x3752,+1-743-244-7685x473,http://bowman-mills.com/,Manufacturing,6335,1324,197409,64,Private,MSFT,Cold,d4bf3778-74aa-45e8-90ea-18e0780f247e,7/14/2022 7:23,7902,871 Michael Valleys,East Mikehaven,UT,24231,Barbados,288 Jerry Port Apt. 928,Window smile hospital decide she figure nice. Despite all detail author a article suggest. Enough analysis collection safe throw.,Approved,High,Yes,2,9/24/2022 9:34,8/25/2022 18:20
d777fbed-4a9b-4ad2-b3b0-b69844e0407d,Green-Jennings,Customer - Channel,796.488.5976x877,(056)098-9058x857,https://smith.info/,Finance,5206,7380,258866,68,Partnership,GOOG,Cold,666d6762-750e-46a3-8a93-af8ed0bc0141,3/10/2023 21:30,4011,1605 Austin Cape Suite 510,East Timothy,RI,7652,Guam,20762 Steven Hills,Yard outside market send enter second. Short difficult time move attack you government. Specific campaign race service finally. Bad night son onto.,Approved,Low,No,7,1/17/2023 14:36,11/6/2022 9:41
b5dcde81-43b5-48cd-80da-180473fd5259,"Flores, Smith and Mccormick",Prospect,902-415-3385,(656)095-4561,https://www.stone-gallegos.com/,Retail,5483,3330,255524,23,Private,MSFT,Warm,5866886f-8827-404c-97ea-4800e9af2970,8/31/2022 2:11,7610,3090 Jasmine Common,Howardview,VI,32299,Australia,489 Kimberly Light Apt. 089,Ball agree race themselves. Safe response out sing crime fall first break.,Rejected,High,No,8,4/14/2022 7:14,8/24/2022 0:58
ba8a75e8-40c1-4231-b5f8-1b94bd37f39e,Rose and Sons,Customer - Direct,941-986-4437x96923,8531407515,http://www.parker.info/,Finance,2784,5464,461218,26,Subsidiary,MSFT,Cold,efcd460a-734b-457e-a96e-b5327d1a381e,5/7/2022 9:57,7572,170 Smith Ford Apt. 009,Stephanieside,NC,44091,Palau,91767 Wiley Forges Apt. 547,Member spend per. Down no seat moment. Figure play movement without meet he.,Pending,Medium,No,3,9/2/2022 14:34,3/8/2023 2:20
58d1d7d0-6a1a-474e-bcef-2e2b69ff3edc,"Cruz, Patrick and Nguyen",Prospect,+1-319-565-4256x02442,150-798-3340x7164,https://mcintosh-carr.com/,Finance,1905,1774,735830,81,Subsidiary,AAPL,Warm,2a0b59a4-d0cd-4557-ae5c-51eea6e8beaf,1/14/2023 3:49,7789,788 Mcmahon Ville Apt. 753,Victoriaborough,CO,47918,Egypt,48317 David Street Suite 896,Rest region large new. Today compare worker memory paper.,Approved,High,No,10,12/5/2022 3:24,3/1/2023 18:09
703edd6a-1af5-43d6-91b7-624e239af2c8,Carlson-Anderson,Prospect,+1-302-838-5377x900,6827908382,http://thomas-johnson.net/,Retail,6114,9371,200908,36,Partnership,FB,Warm,deac5d6a-4991-4623-98ef-32c5c3e075db,6/9/2022 3:59,2847,127 Robinson Parkways,Port Ashleyborough,ND,83804,Comoros,07685 Brewer Viaduct Apt. 788,Mr employee plant send trip prevent defense lawyer. Study could economy. Today beyond of.,Rejected,High,Yes,10,4/10/2022 11:31,3/23/2022 6:08
d61b49b1-5749-4a8d-90a5-fd5f92ba73c9,Elliott-Brown,Prospect,8102424025,301.893.2462x34943,https://www.garrison.org/,Finance,7002,9478,470828,98,Partnership,AAPL,Hot,329abc61-a518-4c61-b8ca-747f3325c857,9/18/2022 8:57,7995,92268 Elizabeth Plain Suite 327,Johnside,NC,66439,Canada,9729 Garza Lake Suite 277,Store consumer majority choose inside technology. Mrs amount against smile.,Approved,Medium,No,1,5/19/2022 20:41,12/1/2022 20:52
59a5907c-193d-40e1-a17b-4cce3f07d8d5,Martin PLC,Prospect,5577836444,5997164137,http://www.sullivan.biz/,Manufacturing,1440,3951,121362,43,Public,FB,Hot,96fbbaa3-2b99-477b-9944-9b68106421e3,2/6/2023 21:10,6177,083 Lisa Villages Apt. 513,Taylorfurt,GA,31271,United Arab Emirates,54550 Lopez Curve,About leader often suddenly. Chance event traditional push begin office. Be campaign run anything know know feel.,Approved,High,Yes,10,9/1/2022 7:18,6/7/2022 12:57
6833f06b-c615-4517-90a0-97cc8a34721d,"Hall, Wheeler and Johnson",Customer - Channel,435-754-5690x179,001-137-046-7036x0243,http://www.clark.com/,Manufacturing,8157,4421,149375,33,Partnership,FB,Cold,94d4c021-859b-49e2-895f-93384d668265,10/13/2022 9:45,3728,91924 Nguyen Center,Haileyville,FM,64029,Montserrat,633 David Throughway Apt. 338,Ahead group thank than should way statement. Away deep space measure improve information. Price yet trade listen write.,Rejected,Low,No,10,2/21/2023 9:38,3/14/2023 8:31
802bb4a3-ca57-4adb-9111-fc84512c1491,Jones-Fernandez,Prospect,8298277596,001-835-993-9892x5504,http://www.hernandez-garza.net/,Finance,4329,6502,370662,48,Public,FB,Warm,26587a91-c6c4-491f-b384-ceca1511a2b8,10/3/2022 10:06,3511,04789 Erik Plain,Chadberg,VA,86488,Saudi Arabia,04656 Daniel Passage,Edge heavy energy trip full country. Line nation culture listen event. Already director week almost story relationship age seat. Quickly represent series prepare build face card.,Rejected,Low,Yes,5,8/4/2022 20:24,8/16/2022 6:50
5b9d7904-0e4b-492c-a40c-24f31feccefa,"Duke, Contreras and Williams",Customer - Direct,+1-711-694-3928x2040,612.927.0312x508,http://www.kemp.info/,Technology,5783,5087,372658,21,Partnership,GOOG,Hot,eb474874-5de3-4ccc-aeed-893989c34fd8,12/14/2022 6:11,4006,0606 Michael Rapids,Lozanoberg,TX,49012,Cocos (Keeling) Islands,41285 Sandra Cliffs,Score tree benefit most but article experience family. Run employee product pass successful.,Rejected,Medium,Yes,10,7/26/2022 1:13,2/3/2023 6:50
d07c05d8-51f3-4814-b660-7fc5352d5cdd,Henderson-Summers,Prospect,+1-076-252-8135x61766,289.060.7062,http://moore.com/,Finance,1169,8281,406580,14,Partnership,GOOG,Warm,5b855921-b161-47e2-a422-dd34f3bb0d59,6/27/2022 22:49,8034,6991 Jones Roads Suite 013,Port Colleenchester,MT,97513,Malta,248 Hamilton Bridge,Congress someone finish drop offer performance. Huge size enough south her local president.,Rejected,Medium,No,4,12/15/2022 6:17,11/6/2022 15:41
4e38a76e-efe1-4b3a-a204-1074d0a661bd,Wilson-Dean,Customer - Direct,(553)439-7647,(945)678-9825,http://www.mitchell-miller.com/,Healthcare,1254,4914,941656,72,Public,FB,Cold,b4c1a2a5-cb14-4319-a6a7-158aca0f5383,6/11/2022 5:30,4380,9097 Martin Locks,Jasonstad,KS,83176,Guinea-Bissau,686 Alexis Unions Suite 195,State city let night film. Bad matter phone send which cup.,Rejected,Medium,Yes,5,2/6/2023 23:57,1/10/2023 19:44
d929cca6-f60e-44de-b6be-db0cfdeb3095,"Gonzalez, Briggs and Parker",Customer - Channel,(549)697-9564x371,001-662-515-7249x9270,https://www.bentley.biz/,Healthcare,7012,8628,173163,43,Public,MSFT,Cold,b96f2a5a-cf6a-4245-9a14-170aa3aa0b93,7/22/2022 23:03,4427,7879 Spencer Crest,Port Alexanderside,MP,3266,France,29179 Ayala Parks Suite 340,Interview class imagine from time build PM. Major civil situation state nice image. Serve local quite accept should.,Pending,Low,No,8,2/27/2023 13:15,4/3/2022 17:25
7739abf6-9529-45ad-9638-4d9280660516,Davis Inc,Customer - Channel,735.235.6880x09747,+1-356-168-8667x3896,https://ray-nguyen.com/,Retail,8753,1891,684857,81,Subsidiary,GOOG,Cold,5d3ab8b1-ff9e-4c01-a4dc-a79e8cacf3ab,1/21/2023 1:36,7348,7248 Jon Haven Apt. 628,New Michael,GA,73370,Niger,45586 Rogers Squares Apt. 020,Stuff change edge memory. Money point look affect since picture.,Approved,Medium,Yes,4,8/14/2022 7:02,10/5/2022 4:48
8c4585ab-8fc6-499b-ada1-b29a5788b222,Stanley-Sloan,Prospect,(339)835-9032,832.974.8918x8622,https://www.hicks-barnes.com/,Manufacturing,1712,1380,474990,79,Subsidiary,AMZN,Hot,f0408b65-8357-4dee-8f74-d15fc192a106,1/5/2023 2:51,3707,7455 Heath Ranch,Hansenton,CA,13438,Bouvet Island (Bouvetoya),29540 Morse Village Suite 427,Especially baby successful around better nor. Protect meet its organization woman prove image business.,Approved,Medium,Yes,4,9/22/2022 14:11,10/14/2022 14:42
4dddbabe-afec-4e71-ac76-df7f04d80776,"Ayala, Allen and Reyes",Customer - Direct,871-030-8313x510,823.723.2540x25958,http://www.robles.com/,Retail,6078,7425,989652,45,Public,AMZN,Warm,9549e637-2a85-4062-a82f-394e8264d9d6,4/18/2022 18:10,3212,1812 Samantha Lake,Greeneside,GA,45412,Andorra,64684 Sharp Rest,Trade claim his especially us human check. Table national common when under. Much hold level decision school husband behind.,Approved,Medium,No,4,3/21/2022 7:23,5/3/2022 19:43
5a0340c7-9806-4c84-b98d-c4123dcc3f48,Davidson LLC,Customer - Channel,(591)290-3798x5834,519-363-8189x0018,http://www.morgan.org/,Manufacturing,6957,6380,724631,66,Private,FB,Warm,05144a28-07d3-4648-ae2f-2502a508df27,10/19/2022 5:28,4761,8010 Daniel Court Apt. 081,Robinsonfurt,ND,83410,Estonia,193 Vazquez Circle,First final direction part rate consider military. Professional affect edge police property girl effort. Answer still fly five dark agent. Paper until people child dog letter into.,Rejected,High,Yes,8,10/19/2022 2:03,9/9/2022 19:57
1a57baca-ec54-4014-9ff5-a686c85da8f8,Mcdaniel-Brewer,Customer - Direct,944-166-4286,395.408.7130x42570,http://www.gonzalez-middleton.com/,Finance,3719,1210,678790,36,Public,MSFT,Cold,27ccd766-b05d-4855-9ca3-6f4dfe5b4356,3/15/2023 18:22,4188,3406 Justin Station,North Janet,ID,3850,Mongolia,597 Nicholas Mall,Take significant someone result produce day. Coach situation behind learn. Couple very share note. Past dog human suffer picture blood write once.,Approved,High,No,1,7/22/2022 0:31,3/23/2022 5:31
13cbe9bb-6c62-40af-8655-8dbbf24f6b50,Flores and Sons,Prospect,(139)652-8718,8453694738,https://burgess.com/,Finance,4648,3722,714580,53,Subsidiary,AAPL,Hot,6a903aa9-aee6-4047-b79d-d681c87b401d,11/8/2022 3:30,6020,05359 Roberto Locks,West Patriciafort,TN,86740,Samoa,6375 Amanda Forge,Teacher deal page include social. There ask job anything. Crime develop daughter rock.,Pending,Low,No,4,12/15/2022 17:22,3/26/2022 14:49
cd9e736f-36dc-42ec-95b7-b4d6b2d3eb03,Castro-King,Customer - Channel,001-766-727-9831x68802,+1-222-963-0857x29677,https://yates-stewart.com/,Finance,6141,8130,892288,70,Partnership,AMZN,Warm,f50f8c2c-cc28-47bd-8c92-486914bd1a15,3/17/2022 16:46,9180,75209 Green Stream,South Williambury,CA,26361,Macao,0962 Reynolds Hill Suite 658,Page respond sometimes every fast find. Young this interest light game something space.,Approved,Low,No,4,11/13/2022 5:32,8/11/2022 7:33
99a01309-b6a5-4a11-b044-32f390c69b4b,"Fernandez, Carney and Maddox",Prospect,929-217-1866x689,995.767.2159x07996,https://www.kramer.net/,Technology,9577,4390,975781,57,Private,AAPL,Hot,9c0d13fc-4d81-4924-af34-132564dd73bf,8/10/2022 13:40,4991,27409 Hernandez Prairie Suite 139,Adamberg,ND,57449,Belgium,7978 Price Meadow Apt. 677,Back reveal media crime. Never pick effect fight view song. Right occur letter call guy current.,Approved,Medium,No,5,10/21/2022 8:31,5/31/2022 9:17
1576eb29-006d-4029-b024-bfbee4303772,Wolf Group,Customer - Direct,7205623120,(448)096-4421x8292,http://butler.com/,Healthcare,7815,7935,741196,18,Public,AAPL,Warm,1269bddd-772c-46cc-9165-9dc31e83a9c5,5/27/2022 15:34,1414,84212 Matthew Stream,Lake Maria,GA,67202,Guatemala,27631 Green Rapids,Factor ever successful often look follow.,Approved,High,Yes,9,8/24/2022 21:15,3/27/2022 17:03
9b493eae-0e5b-4610-b31b-a2e3c665a8f8,Morris Ltd,Customer - Channel,756.833.2970x2642,205-822-3769,https://www.green-chandler.com/,Manufacturing,7566,5286,877074,20,Subsidiary,AMZN,Hot,f357c2f0-917d-4a61-b098-66c2f98de1a1,12/15/2022 16:56,6467,965 Darin Groves Apt. 023,Joshuaville,MT,51442,Israel,39432 Aguirre Fork,Democrat I relate toward.,Pending,Low,No,5,11/3/2022 23:29,11/7/2022 16:41
3fbc40ca-7f80-4ef5-aec6-a96fa65e2672,Dixon Inc,Prospect,034-351-1271x6071,+1-273-730-3196x00157,https://jones-thomas.com/,Finance,4670,2725,532491,64,Public,GOOG,Warm,2d7938eb-35e1-4723-8171-ec1d8551c6ed,4/8/2022 18:12,6996,95695 Rowland Ports Apt. 013,Patriciahaven,WA,34627,Palestinian Territory,6126 Joseph Ridge,Teacher throw within billion federal. Boy education able whether TV term or.,Pending,High,No,7,7/16/2022 20:13,10/18/2022 17:51
2435a5c3-338b-4f82-a22c-91f5552e1643,"Compton, Duke and Clark",Customer - Direct,847-704-6056x2074,001-126-996-2386x8757,https://www.wagner.com/,Healthcare,6646,7253,977983,95,Subsidiary,AMZN,Hot,64a3de06-7809-4a81-b0f4-7de88d659c67,9/7/2022 6:42,5758,59343 Rachel Points,Thomaschester,MO,24009,Albania,029 Daryl Valleys Suite 118,Cultural paper sister everything now finally vote. Challenge movement wife tend. Senior smile contain letter surface.,Pending,Low,No,8,9/13/2022 10:43,12/21/2022 7:07
4a1935a3-78e6-46bb-96cb-e213bf1dd6ab,"Crosby, Russell and Gill",Customer - Channel,+1-631-004-5701x94229,228-697-4496,http://www.carr.com/,Retail,8342,1956,472897,52,Subsidiary,AMZN,Warm,c3aaa529-c658-4d61-8326-1017e7c84a73,10/22/2022 15:49,8992,584 Andrew Island Suite 289,Lake Brendan,AZ,38885,Chile,557 Bailey Circle Apt. 853,Spring history around cost accept measure wonder. Resource high old especially.,Pending,High,No,2,9/8/2022 5:35,12/27/2022 16:00
4f0497c0-5b9e-43fc-9903-250c096a381b,White PLC,Customer - Channel,716.774.9428x2856,5849369905,http://www.smith-wilcox.com/,Finance,5248,7438,106239,65,Partnership,AMZN,Cold,ca985be5-bb8b-4789-8d07-31e69d704c74,12/3/2022 7:46,7225,69776 Clark Locks Suite 777,East Katiemouth,UT,13546,Zimbabwe,9737 Angela Corners,Answer good trouble factor tax. Dog prevent occur fill sell analysis wonder. South would be ability.,Approved,Medium,No,2,5/5/2022 19:40,6/26/2022 1:06
b3a6f571-d52a-46a0-a795-6f23fd217cbc,Taylor Inc,Customer - Channel,186-304-5927x4463,650.805.7899,https://www.cortez-oliver.net/,Retail,5302,7565,430506,44,Subsidiary,AAPL,Warm,96b0cebe-faa5-4e8c-ba09-0eca057e7392,10/8/2022 1:54,3069,639 Joshua Prairie,Port Marymouth,NM,44879,Dominica,347 Brian Well,Structure PM sell scientist. South effort pass maybe power follow.,Pending,High,Yes,4,7/8/2022 11:17,10/31/2022 8:07
5c7b5066-16cf-4976-846c-ed21ad2b3c11,"Cook, Ferguson and Moody",Customer - Channel,(534)876-3841,425.206.0897x31533,https://www.mccoy.com/,Retail,2450,9031,351493,10,Subsidiary,AMZN,Warm,d1c0961a-0f33-4274-964d-e7e3bad2fff0,7/22/2022 21:29,9779,8408 Robinson Parkways,Hansonport,GU,11685,Libyan Arab Jamahiriya,885 Danny Ville,Alone name nearly machine off write name sort. Piece wonder our should kitchen onto.,Pending,Medium,No,9,12/30/2022 14:24,5/22/2022 23:20
bfe18832-ab7a-4228-952d-a83776ac3b38,Johnson Inc,Customer - Channel,957-087-4598,6218199483,http://www.johns.com/,Healthcare,2897,8044,633548,64,Private,GOOG,Warm,26313e63-ec34-4a2e-92c8-e8ec4c6a6489,2/7/2023 4:38,9218,942 Murray Ville Suite 677,Lake Kimberly,PA,34425,Morocco,168 Nathan Common,Cold accept decision item. Space certainly four cover increase military list.,Pending,Medium,Yes,9,8/21/2022 8:27,1/6/2023 5:38
601567a5-a529-4b80-9df9-e81c12661d44,Haas-Butler,Customer - Direct,8708234555,001-675-391-0952x912,https://frey-dixon.com/,Finance,6491,5575,438707,66,Subsidiary,MSFT,Warm,eb55fa70-277b-4b9b-a1ae-57537a199718,1/6/2023 7:37,2078,145 Tristan Street,New Paulastad,WY,74495,Jersey,150 Stephens Creek,Sea change site would wear development cover. Debate type happy throughout use build. Note whether husband which believe other quickly activity.,Rejected,High,No,7,4/22/2022 17:49,8/31/2022 12:12
ff1ab7eb-0dbf-4b28-9646-f36db2389bf3,Stone-Harris,Customer - Channel,+1-163-727-3151x33916,001-310-359-3574,http://lowe-wood.com/,Manufacturing,9842,1972,203468,15,Subsidiary,AMZN,Hot,d25cab7d-ec84-4cda-8076-ffe62eec5915,9/19/2022 21:56,6801,548 Brent Springs,Lake Danielchester,HI,3659,French Southern Territories,286 Rodriguez Heights Suite 033,Subject manager close bill allow describe turn feeling. House test himself know bar night near bed. Sort open personal rather ten be.,Rejected,Medium,Yes,9,2/11/2023 21:09,6/29/2022 18:16
2757a4f1-7df6-4479-8ab8-d6634c37fad4,"Rivera, Robinson and Garcia",Prospect,001-918-597-4898,159-040-0420x754,http://www.smith.biz/,Finance,5366,2328,268624,14,Subsidiary,AAPL,Warm,074c042f-2641-4a8e-9634-a3fe2d58b4c3,11/27/2022 23:35,4803,049 Michael Fields Suite 813,Patriciafort,MI,21615,Italy,5291 Laura Villages,Road plant know yet well plan. Authority ten indeed finally. Sister commercial increase after. Again social not we assume thing base.,Rejected,High,Yes,8,5/2/2022 18:09,1/1/2023 0:18
70893981-180a-4b1f-8b37-c59fd0c2512b,Rivas-Brown,Prospect,001-075-157-6052x4283,(383)333-1550x421,https://rios-jackson.com/,Retail,2154,7915,974458,37,Subsidiary,FB,Hot,9d115ff5-2b22-48c0-bb40-feacbf9f033d,11/27/2022 0:55,1245,43815 Danny Motorway Apt. 530,Lake Michelle,CO,77366,Antigua and Barbuda,6651 Bates Forest Suite 914,Admit after example. Cut until rest after entire eat attack. Establish number night manager feel whom even.,Rejected,Low,Yes,9,10/29/2022 4:39,4/1/2022 5:43
6b13f585-099b-46e9-8825-7f3dbd9cd8eb,Callahan-Gay,Customer - Direct,170-742-1231x876,(391)924-3086,http://www.hanson.biz/,Healthcare,4002,1467,182467,14,Public,GOOG,Hot,d8a34f7e-b2bc-4eb9-9e91-894ae55009a4,4/20/2022 14:02,8682,50576 Davis Trafficway Apt. 199,Davidbury,TX,53550,Timor-Leste,544 Jackson Pines,Stock article moment four since trip current. Direction rise with fast free. Political act capital buy trip.,Approved,Low,Yes,6,2/10/2023 19:02,3/16/2023 0:08
89ab238a-4f22-4fad-b9c6-7fafda181b1a,Franklin Group,Customer - Direct,080-752-7201,169.379.3624,http://www.cooke-newman.org/,Healthcare,2976,2314,302452,81,Private,GOOG,Hot,97f09451-5c17-4f1f-9e37-247e57c50e39,1/1/2023 19:42,6820,763 Barry Locks,Lake Karen,OH,64033,Tanzania,836 David Square Suite 141,Hard within national might adult. Establish rest action set catch candidate.,Rejected,Low,Yes,8,6/19/2022 15:51,7/15/2022 18:04
788522fa-d6c6-41cc-b366-05080c3ac788,"Anderson, Merritt and Ramirez",Customer - Channel,136-409-3999x147,+1-824-212-3105x9820,https://gonzales.com/,Retail,6865,7528,797395,37,Public,AAPL,Cold,6acbbc01-58bf-4b6f-84e2-055d43a92992,1/23/2023 10:01,8633,98950 Monica Glen,Amandaberg,NY,9470,United Arab Emirates,6474 Lisa Pass Suite 417,Certainly no administration against up key. View agency action red. Any under market hard.,Rejected,High,No,6,9/6/2022 2:31,4/11/2022 9:43
45e9e345-0f39-4686-8199-42f7727378d8,"Johnson, Davidson and Hernandez",Customer - Channel,467.396.2494x937,7995940408,https://www.peterson.com/,Manufacturing,8869,2902,803395,61,Partnership,AAPL,Warm,500eb1ae-168d-4de5-8dc6-3ed0693cff82,11/25/2022 13:47,8763,396 Ryan Court Suite 154,Rogershire,TX,25759,Samoa,7051 Maldonado Hollow,Force interest long west site word until. Opportunity hotel boy strategy.,Approved,Low,Yes,2,7/15/2022 6:34,4/23/2022 5:04
6d9d5790-c92b-4065-ab95-4b839d4a7b68,Sanders-Lopez,Customer - Direct,857.234.3509,(193)255-6259x8395,https://mccann.com/,Healthcare,2625,5787,455364,54,Partnership,AAPL,Cold,a3568c25-d4ce-479a-b5a8-f861d07cbd87,11/22/2022 3:53,9107,315 Mueller Crest Apt. 767,Aguirreside,DE,99066,French Southern Territories,61733 Katherine Lock,Population on test number quite military. Adult offer voice.,Pending,Low,Yes,5,8/13/2022 16:44,8/27/2022 16:47
